symbol,instrument_token,date,open,high,low,close
INFY,408065,2024-01-01 00:00:00+05:30,1539.0,1557.0,1488.0,1532.55
INFY,408065,2024-01-08 00:00:00+05:30,1528.95,1618.0,1486.6,1612.75
INFY,408065,2024-01-15 00:00:00+05:30,1644.95,1669.25,1620.25,1648.85
INFY,408065,2024-01-23 00:00:00+05:30,1650.1,1680.55,1637.7,1669.1
INFY,408065,2024-01-29 00:00:00+05:30,1665.15,1718.5,1638.1,1693.35
INFY,408065,2024-02-05 00:00:00+05:30,1694.75,1733.0,1659.8,1669.35
INFY,408065,2024-02-12 00:00:00+05:30,1670.35,1709.0,1635.5,1701.65
INFY,408065,2024-02-19 00:00:00+05:30,1705.0,1711.5,1644.4,1676.85
INFY,408065,2024-02-26 00:00:00+05:30,1674.95,1687.8,1645.0,1656.3
INFY,408065,2024-03-04 00:00:00+05:30,1657.85,1664.45,1576.0,1616.45
INFY,408065,2024-03-11 00:00:00+05:30,1608.15,1657.75,1588.0,1634.0
INFY,408065,2024-03-18 00:00:00+05:30,1630.0,1632.65,1498.2,1508.85
INFY,408065,2024-03-26 00:00:00+05:30,1492.0,1511.8,1481.55,1498.05
INFY,408065,2024-04-01 00:00:00+05:30,1525.0,1529.95,1468.0,1479.1
INFY,408065,2024-04-08 00:00:00+05:30,1483.0,1513.8,1474.1,1484.75
INFY,408065,2024-04-15 00:00:00+05:30,1480.0,1491.95,1378.75,1411.25
INFY,408065,2024-04-22 00:00:00+05:30,1419.9,1446.85,1413.05,1430.25
INFY,408065,2024-04-29 00:00:00+05:30,1429.95,1439.8,1403.2,1416.3
INFY,408065,2024-05-06 00:00:00+05:30,1420.0,1449.95,1413.0,1424.9
INFY,408065,2024-05-13 00:00:00+05:30,1425.0,1457.0,1411.2,1443.65
INFY,408065,2024-05-21 00:00:00+05:30,1430.0,1478.15,1428.0,1465.1
INFY,408065,2024-05-27 00:00:00+05:30,1471.85,1479.6,1400.0,1406.9
INFY,408065,2024-06-03 00:00:00+05:30,1440.0,1539.7,1358.35,1533.6
INFY,408065,2024-06-10 00:00:00+05:30,1525.3,1529.8,1482.75,1488.9
INFY,408065,2024-06-18 00:00:00+05:30,1497.0,1557.75,1495.4,1532.7
INFY,408065,2024-06-24 00:00:00+05:30,1524.55,1588.5,1515.4,1566.75
INFY,408065,2024-07-01 00:00:00+05:30,1559.5,1665.85,1559.5,1647.45
INFY,408065,2024-07-08 00:00:00+05:30,1643.1,1719.75,1637.55,1711.75
INFY,408065,2024-07-15 00:00:00+05:30,1726.2,1844.0,1700.0,1792.95
INFY,408065,2024-07-22 00:00:00+05:30,1800.15,1883.0,1783.25,1878.9
INFY,408065,2024-07-29 00:00:00+05:30,1893.6,1903.0,1816.15,1821.2
INFY,408065,2024-08-05 00:00:00+05:30,1784.95,1797.9,1718.55,1770.75
INFY,408065,2024-08-12 00:00:00+05:30,1773.05,1861.85,1768.1,1858.95
INFY,408065,2024-08-19 00:00:00+05:30,1860.0,1893.65,1849.2,1862.1
INFY,408065,2024-08-26 00:00:00+05:30,1870.0,1951.0,1864.0,1943.7
INFY,408065,2024-09-02 00:00:00+05:30,1943.35,1975.75,1896.85,1901.85
INFY,408065,2024-09-09 00:00:00+05:30,1890.0,1958.6,1889.0,1944.1
INFY,408065,2024-09-16 00:00:00+05:30,1945.75,1958.45,1867.4,1905.75
INFY,408065,2024-09-23 00:00:00+05:30,1909.0,1974.6,1871.4,1906.75
INFY,408065,2024-09-30 00:00:00+05:30,1880.0,1954.1,1870.5,1918.15
INFY,408065,2024-10-07 00:00:00+05:30,1923.2,1977.0,1906.35,1935.1
INFY,408065,2024-10-14 00:00:00+05:30,1932.15,1991.45,1869.25,1879.6
INFY,408065,2024-10-21 00:00:00+05:30,1891.1,1898.8,1838.0,1862.05
INFY,408065,2024-10-28 00:00:00+05:30,1859.7,1881.9,1746.5,1760.85
INFY,408065,2024-11-04 00:00:00+05:30,1724.5,1840.6,1718.0,1829.95
INFY,408065,2024-11-11 00:00:00+05:30,1829.0,1881.0,1822.55,1864.55
INFY,408065,2024-11-18 00:00:00+05:30,1849.2,1914.05,1795.0,1902.25
INFY,408065,2024-11-25 00:00:00+05:30,1916.0,1941.4,1845.0,1857.85
INFY,408065,2024-12-02 00:00:00+05:30,1859.0,1949.9,1835.2,1922.4
INFY,408065,2024-12-09 00:00:00+05:30,1924.2,2006.45,1897.2,1999.7
INFY,408065,2024-12-16 00:00:00+05:30,1995.45,1999.6,1911.25,1922.15
INFY,408065,2024-12-23 00:00:00+05:30,1930.05,1942.0,1840.0,1916.75
INFY,408065,2024-12-30 00:00:00+05:30,1915.7,1962.65,1845.05,1938.75
INFY,408065,2025-01-06 00:00:00+05:30,1952.0,1977.8,1888.75,1966.95
INFY,408065,2025-01-13 00:00:00+05:30,1956.0,1982.8,1812.0,1815.45
INFY,408065,2025-01-20 00:00:00+05:30,1822.95,1894.9,1793.05,1875.45
INFY,408065,2025-01-27 00:00:00+05:30,1848.75,1897.45,1812.0,1851.35
INFY,408065,2025-02-03 00:00:00+05:30,1836.0,1924.0,1832.4,1903.65
INFY,408065,2025-02-10 00:00:00+05:30,1905.0,1905.0,1828.35,1856.4
INFY,408065,2025-02-17 00:00:00+05:30,1838.55,1861.65,1805.55,1815.0
INFY,408065,2025-02-24 00:00:00+05:30,1800.05,1808.0,1682.45,1687.7
INFY,408065,2025-03-03 00:00:00+05:30,1692.3,1732.95,1670.0,1686.0
INFY,408065,2025-03-10 00:00:00+05:30,1686.0,1719.0,1563.8,1579.85
INFY,408065,2025-03-17 00:00:00+05:30,1545.15,1631.9,1545.15,1592.55
INFY,408065,2025-03-24 00:00:00+05:30,1597.95,1637.75,1560.0,1570.65
INFY,408065,2025-04-01 00:00:00+05:30,1539.25,1555.65,1448.0,1451.65
INFY,408065,2025-04-07 00:00:00+05:30,1352.0,1456.5,1307.0,1409.45
INFY,408065,2025-04-15 00:00:00+05:30,1445.6,1447.7,1378.3,1419.5
INFY,408065,2025-04-21 00:00:00+05:30,1410.0,1501.7,1410.0,1480.2
INFY,408065,2025-04-28 00:00:00+05:30,1480.2,1523.2,1465.3,1506.8
INFY,408065,2025-05-05 00:00:00+05:30,1515.0,1523.0,1494.1,1507.6
INFY,408065,2025-05-12 00:00:00+05:30,1537.0,1632.0,1532.0,1589.9
INFY,408065,2025-05-19 00:00:00+05:30,1576.5,1587.2,1540.0,1564.8
INFY,408065,2025-05-26 00:00:00+05:30,1566.6,1608.9,1555.1,1562.7
INFY,408065,2025-06-02 00:00:00+05:30,1560.0,1568.9,1535.6,1563.8
INFY,408065,2025-06-09 00:00:00+05:30,1578.0,1634.6,1570.2,1602.0
INFY,408065,2025-06-16 00:00:00+05:30,1600.0,1647.4,1597.1,1622.9
INFY,408065,2025-06-23 00:00:00+05:30,1601.0,1629.6,1575.4,1608.0
INFY,408065,2025-06-30 00:00:00+05:30,1615.0,1649.0,1594.1,1640.7
INFY,408065,2025-07-07 00:00:00+05:30,1640.0,1646.2,1563.0,1594.9
INFY,408065,2025-07-14 00:00:00+05:30,1591.8,1612.0,1559.8,1586.1
INFY,408065,2025-07-21 00:00:00+05:30,1580.0,1591.9,1511.3,1515.7
INFY,408065,2025-07-28 00:00:00+05:30,1513.9,1527.1,1465.5,1469.6
INFY,408065,2025-08-04 00:00:00+05:30,1461.5,1482.8,1414.2,1423.1
INFY,408065,2025-08-11 00:00:00+05:30,1419.9,1470.0,1414.0,1447.7
INFY,408065,2025-08-18 00:00:00+05:30,1464.7,1508.0,1429.6,1487.5
INFY,408065,2025-08-25 00:00:00+05:30,1506.7,1539.0,1467.7,1469.6
INFY,408065,2025-09-01 00:00:00+05:30,1476.7,1512.8,1433.0,1444.6
INFY,408065,2025-09-08 00:00:00+05:30,1451.0,1542.9,1428.3,1525.6
INFY,408065,2025-09-15 00:00:00+05:30,1525.6,1555.0,1501.2,1540.2
INFY,408065,2025-09-22 00:00:00+05:30,1482.7,1514.7,1441.2,1448.9
INFY,408065,2025-09-29 00:00:00+05:30,1460.0,1465.0,1427.4,1446.6
INFY,408065,2025-10-06 00:00:00+05:30,1446.6,1521.7,1442.3,1514.9
INFY,408065,2025-10-13 00:00:00+05:30,1497.0,1514.4,1434.0,1441.1
INFY,408065,2025-10-20 00:00:00+05:30,1453.7,1546.0,1450.0,1525.4
INFY,408065,2025-10-27 00:00:00+05:30,1510.0,1520.2,1480.7,1482.3
INFY,408065,2025-11-03 00:00:00+05:30,1482.3,1491.4,1449.1,1476.8
INFY,408065,2025-11-10 00:00:00+05:30,1490.1,1559.2,1488.8,1502.8
INFY,408065,2025-11-17 00:00:00+05:30,1496.0,1555.0,1483.2,1545.0
INFY,408065,2025-11-24 00:00:00+05:30,1563.6,1585.0,1525.9,1560.1
INFY,408065,2025-12-01 00:00:00+05:30,1562.5,1599.0,1554.1,1597.6
INFY,408065,2025-12-05 09:15:00+05:30,1610.0,1631.8,1600.0,1613.9
WIPRO,969473,2022-12-05 00:00:00+05:30,202.55,203.45,191.8,193.15
WIPRO,969473,2022-12-12 00:00:00+05:30,192.6,198.3,190.2,191.1
WIPRO,969473,2022-12-19 00:00:00+05:30,190.4,192.75,184.85,185.1
WIPRO,969473,2022-12-26 00:00:00+05:30,185.3,194.3,184.5,192.55
WIPRO,969473,2023-01-02 00:00:00+05:30,192.65,195.0,187.0,187.3
WIPRO,969473,2023-01-09 00:00:00+05:30,189.25,195.05,188.8,193.1
WIPRO,969473,2023-01-16 00:00:00+05:30,191.2,198.75,190.7,197.65
WIPRO,969473,2023-01-23 00:00:00+05:30,198.65,201.1,193.25,195.1
WIPRO,969473,2023-01-30 00:00:00+05:30,195.1,202.5,193.65,200.0
WIPRO,969473,2023-02-06 00:00:00+05:30,198.75,200.5,195.6,198.95
WIPRO,969473,2023-02-13 00:00:00+05:30,198.85,202.55,195.7,199.2
WIPRO,969473,2023-02-20 00:00:00+05:30,198.7,200.05,192.5,192.8
WIPRO,969473,2023-02-27 00:00:00+05:30,192.55,192.8,188.95,191.4
WIPRO,969473,2023-03-06 00:00:00+05:30,192.4,194.45,189.55,190.75
WIPRO,969473,2023-03-13 00:00:00+05:30,190.7,192.5,181.4,184.6
WIPRO,969473,2023-03-20 00:00:00+05:30,183.85,184.35,176.7,177.4
WIPRO,969473,2023-03-27 00:00:00+05:30,177.4,179.35,174.05,179.05
WIPRO,969473,2023-04-03 00:00:00+05:30,180.4,182.35,179.05,179.75
WIPRO,969473,2023-04-10 00:00:00+05:30,180.4,183.75,179.45,180.55
WIPRO,969473,2023-04-17 00:00:00+05:30,176.5,180.85,172.55,180.4
WIPRO,969473,2023-04-24 00:00:00+05:30,183.85,190.2,181.7,188.75
WIPRO,969473,2023-05-02 00:00:00+05:30,190.7,192.3,185.8,186.0
WIPRO,969473,2023-05-08 00:00:00+05:30,186.8,189.65,186.1,187.85
WIPRO,969473,2023-05-15 00:00:00+05:30,187.85,190.6,187.0,189.35
WIPRO,969473,2023-05-22 00:00:00+05:30,189.5,197.4,188.95,196.95
WIPRO,969473,2023-05-29 00:00:00+05:30,198.05,200.9,195.8,198.55
WIPRO,969473,2023-06-05 00:00:00+05:30,200.45,200.9,193.95,194.8
WIPRO,969473,2023-06-12 00:00:00+05:30,196.0,196.0,185.9,186.95
WIPRO,969473,2023-06-19 00:00:00+05:30,187.3,189.85,184.9,186.3
WIPRO,969473,2023-06-26 00:00:00+05:30,186.3,191.1,185.8,190.8
WIPRO,969473,2023-07-03 00:00:00+05:30,193.1,194.85,190.95,194.05
WIPRO,969473,2023-07-10 00:00:00+05:30,194.05,198.8,190.1,198.55
WIPRO,969473,2023-07-17 00:00:00+05:30,199.55,208.35,196.6,198.4
WIPRO,969473,2023-07-24 00:00:00+05:30,199.2,200.05,194.45,195.5
WIPRO,969473,2023-07-31 00:00:00+05:30,196.0,201.0,194.65,200.4
WIPRO,969473,2023-08-07 00:00:00+05:30,201.0,207.0,200.05,202.5
WIPRO,969473,2023-08-14 00:00:00+05:30,202.55,206.1,200.05,201.85
WIPRO,969473,2023-08-21 00:00:00+05:30,201.9,205.9,199.6,200.85
WIPRO,969473,2023-08-28 00:00:00+05:30,201.7,204.85,199.25,204.15
WIPRO,969473,2023-09-04 00:00:00+05:30,204.95,214.5,203.95,210.8
WIPRO,969473,2023-09-11 00:00:00+05:30,212.3,217.6,209.3,216.2
WIPRO,969473,2023-09-18 00:00:00+05:30,216.2,216.2,204.25,205.15
WIPRO,969473,2023-09-25 00:00:00+05:30,205.15,205.8,196.85,199.05
WIPRO,969473,2023-10-03 00:00:00+05:30,199.25,201.2,196.4,199.95
WIPRO,969473,2023-10-09 00:00:00+05:30,198.15,207.85,197.75,201.5
WIPRO,969473,2023-10-16 00:00:00+05:30,201.5,202.85,191.25,192.1
WIPRO,969473,2023-10-23 00:00:00+05:30,191.6,192.65,183.85,187.45
WIPRO,969473,2023-10-30 00:00:00+05:30,188.25,189.6,185.9,188.05
WIPRO,969473,2023-11-06 00:00:00+05:30,189.25,189.75,184.85,187.45
WIPRO,969473,2023-11-13 00:00:00+05:30,187.55,195.85,186.3,193.85
WIPRO,969473,2023-11-20 00:00:00+05:30,192.75,198.55,192.75,194.15
WIPRO,969473,2023-11-28 00:00:00+05:30,194.65,203.2,192.7,199.85
WIPRO,969473,2023-12-04 00:00:00+05:30,202.35,208.1,197.15,207.2
WIPRO,969473,2023-12-11 00:00:00+05:30,205.9,220.35,203.45,218.95
WIPRO,969473,2023-12-18 00:00:00+05:30,218.65,228.6,209.45,226.8
WIPRO,969473,2023-12-26 00:00:00+05:30,222.6,234.05,219.85,231.05
WIPRO,969473,2024-01-01 00:00:00+05:30,231.9,237.05,221.3,223.85
WIPRO,969473,2024-01-08 00:00:00+05:30,224.3,229.95,219.0,228.15
WIPRO,969473,2024-01-15 00:00:00+05:30,251.0,259.35,229.65,234.35
WIPRO,969473,2024-01-23 00:00:00+05:30,234.35,238.25,228.95,230.4
WIPRO,969473,2024-01-29 00:00:00+05:30,230.4,238.5,229.95,236.9
WIPRO,969473,2024-02-05 00:00:00+05:30,236.8,246.0,234.95,240.4
WIPRO,969473,2024-02-12 00:00:00+05:30,240.7,267.2,240.7,266.2
WIPRO,969473,2024-02-19 00:00:00+05:30,267.65,267.65,254.7,262.9
WIPRO,969473,2024-02-26 00:00:00+05:30,262.9,263.45,251.6,256.3
WIPRO,969473,2024-03-04 00:00:00+05:30,256.4,258.05,245.15,252.75
WIPRO,969473,2024-03-11 00:00:00+05:30,253.65,256.15,242.8,253.45
WIPRO,969473,2024-03-18 00:00:00+05:30,253.95,254.25,235.15,238.8
WIPRO,969473,2024-03-26 00:00:00+05:30,238.25,240.7,231.0,235.35
WIPRO,969473,2024-04-01 00:00:00+05:30,237.15,241.2,233.35,237.8
WIPRO,969473,2024-04-08 00:00:00+05:30,240.25,241.0,230.4,230.8
WIPRO,969473,2024-04-15 00:00:00+05:30,228.65,229.65,214.25,222.0
WIPRO,969473,2024-04-22 00:00:00+05:30,222.0,233.25,220.6,227.75
WIPRO,969473,2024-04-29 00:00:00+05:30,229.25,229.45,222.2,224.25
WIPRO,969473,2024-05-06 00:00:00+05:30,224.95,228.65,220.75,221.5
WIPRO,969473,2024-05-13 00:00:00+05:30,221.5,229.2,218.15,226.8
WIPRO,969473,2024-05-21 00:00:00+05:30,227.0,230.65,224.95,227.3
WIPRO,969473,2024-05-27 00:00:00+05:30,226.5,226.6,213.3,214.85
WIPRO,969473,2024-06-03 00:00:00+05:30,220.7,238.45,204.45,237.6
WIPRO,969473,2024-06-10 00:00:00+05:30,239.45,239.45,232.1,234.1
WIPRO,969473,2024-06-18 00:00:00+05:30,235.8,245.6,235.3,240.5
WIPRO,969473,2024-06-24 00:00:00+05:30,240.3,253.1,239.85,252.4
WIPRO,969473,2024-07-01 00:00:00+05:30,253.9,269.05,252.05,262.35
WIPRO,969473,2024-07-08 00:00:00+05:30,262.8,276.9,259.85,274.65
WIPRO,969473,2024-07-15 00:00:00+05:30,277.95,284.3,271.95,273.15
WIPRO,969473,2024-07-22 00:00:00+05:30,255.4,259.15,238.45,257.3
WIPRO,969473,2024-07-29 00:00:00+05:30,258.85,260.15,245.6,246.2
WIPRO,969473,2024-08-05 00:00:00+05:30,240.25,245.2,235.4,240.85
WIPRO,969473,2024-08-12 00:00:00+05:30,241.0,253.65,238.85,253.05
WIPRO,969473,2024-08-19 00:00:00+05:30,252.95,260.15,250.7,251.2
WIPRO,969473,2024-08-26 00:00:00+05:30,252.95,265.7,252.95,263.95
WIPRO,969473,2024-09-02 00:00:00+05:30,263.95,265.7,253.35,255.25
WIPRO,969473,2024-09-09 00:00:00+05:30,253.5,270.85,251.6,269.95
WIPRO,969473,2024-09-16 00:00:00+05:30,271.1,273.0,259.45,264.3
WIPRO,969473,2024-09-23 00:00:00+05:30,264.3,274.0,259.55,265.6
WIPRO,969473,2024-09-30 00:00:00+05:30,263.75,269.45,257.95,261.6
WIPRO,969473,2024-10-07 00:00:00+05:30,263.75,265.55,255.1,259.0
WIPRO,969473,2024-10-14 00:00:00+05:30,264.1,273.75,257.3,268.95
WIPRO,969473,2024-10-21 00:00:00+05:30,270.45,275.5,265.0,266.4
WIPRO,969473,2024-10-28 00:00:00+05:30,266.4,283.75,266.05,270.35
WIPRO,969473,2024-11-04 00:00:00+05:30,270.15,283.75,261.9,278.95
WIPRO,969473,2024-11-11 00:00:00+05:30,278.95,285.9,276.6,277.85
WIPRO,969473,2024-11-18 00:00:00+05:30,277.85,281.2,264.9,280.25
WIPRO,969473,2024-11-25 00:00:00+05:30,282.15,292.2,279.75,283.25
WIPRO,969473,2024-12-02 00:00:00+05:30,285.55,295.05,283.45,291.55
WIPRO,969473,2024-12-09 00:00:00+05:30,289.25,307.7,288.05,303.9
WIPRO,969473,2024-12-16 00:00:00+05:30,303.95,313.75,295.3,299.25
WIPRO,969473,2024-12-23 00:00:00+05:30,300.65,304.85,296.9,303.1
WIPRO,969473,2024-12-30 00:00:00+05:30,303.1,303.35,288.25,288.7
WIPRO,969473,2025-01-06 00:00:00+05:30,289.25,297.35,283.65,294.7
WIPRO,969473,2025-01-13 00:00:00+05:30,293.15,293.4,275.05,276.45
WIPRO,969473,2025-01-20 00:00:00+05:30,296.1,318.3,291.15,313.85
WIPRO,969473,2025-01-27 00:00:00+05:30,311.6,315.7,300.75,304.8
WIPRO,969473,2025-02-03 00:00:00+05:30,303.0,323.6,300.3,318.0
WIPRO,969473,2025-02-10 00:00:00+05:30,318.8,321.0,304.55,308.1
WIPRO,969473,2025-02-17 00:00:00+05:30,308.1,316.5,302.0,306.35
WIPRO,969473,2025-02-24 00:00:00+05:30,302.95,303.3,277.0,277.65
WIPRO,969473,2025-03-03 00:00:00+05:30,279.45,292.0,276.3,284.8
WIPRO,969473,2025-03-10 00:00:00+05:30,284.45,285.65,262.2,264.0
WIPRO,969473,2025-03-17 00:00:00+05:30,264.0,273.95,256.25,264.3
WIPRO,969473,2025-03-24 00:00:00+05:30,267.05,274.7,261.6,262.25
WIPRO,969473,2025-04-01 00:00:00+05:30,260.35,265.55,244.85,246.3
WIPRO,969473,2025-04-07 00:00:00+05:30,231.05,249.5,228.0,239.75
WIPRO,969473,2025-04-15 00:00:00+05:30,245.05,248.45,232.15,236.9
WIPRO,969473,2025-04-21 00:00:00+05:30,237.4,246.15,233.5,240.9
WIPRO,969473,2025-04-28 00:00:00+05:30,240.5,245.8,238.75,242.87
WIPRO,969473,2025-05-05 00:00:00+05:30,244.0,246.87,236.01,242.01
WIPRO,969473,2025-05-12 00:00:00+05:30,245.09,257.94,244.88,254.31
WIPRO,969473,2025-05-19 00:00:00+05:30,254.31,254.74,245.0,247.36
WIPRO,969473,2025-05-26 00:00:00+05:30,248.49,251.74,246.96,249.67
WIPRO,969473,2025-06-02 00:00:00+05:30,247.6,249.98,245.73,248.59
WIPRO,969473,2025-06-09 00:00:00+05:30,249.6,263.0,249.22,260.21
WIPRO,969473,2025-06-16 00:00:00+05:30,260.0,267.2,258.0,266.54
WIPRO,969473,2025-06-23 00:00:00+05:30,264.0,271.3,261.81,265.05
WIPRO,969473,2025-06-30 00:00:00+05:30,266.1,271.4,262.9,270.05
WIPRO,969473,2025-07-07 00:00:00+05:30,270.05,270.55,257.75,258.3
WIPRO,969473,2025-07-14 00:00:00+05:30,258.3,271.9,251.65,266.95
WIPRO,969473,2025-07-21 00:00:00+05:30,266.95,267.15,256.05,259.2
WIPRO,969473,2025-07-28 00:00:00+05:30,254.0,254.0,242.2,242.75
WIPRO,969473,2025-08-04 00:00:00+05:30,242.75,246.95,238.4,239.05
WIPRO,969473,2025-08-11 00:00:00+05:30,239.05,248.43,238.62,246.81
WIPRO,969473,2025-08-18 00:00:00+05:30,248.64,253.0,244.76,248.64
WIPRO,969473,2025-08-25 00:00:00+05:30,250.6,257.29,248.66,249.41
WIPRO,969473,2025-09-01 00:00:00+05:30,249.42,253.15,241.27,243.67
WIPRO,969473,2025-09-08 00:00:00+05:30,244.36,257.17,242.2,251.94
WIPRO,969473,2025-09-15 00:00:00+05:30,251.5,259.8,249.6,255.88
WIPRO,969473,2025-09-22 00:00:00+05:30,248.55,252.0,235.01,235.75
WIPRO,969473,2025-09-29 00:00:00+05:30,236.88,243.57,236.29,240.98
WIPRO,969473,2025-10-06 00:00:00+05:30,240.0,251.25,239.32,248.7
WIPRO,969473,2025-10-13 00:00:00+05:30,246.06,254.07,239.11,240.9
WIPRO,969473,2025-10-20 00:00:00+05:30,240.9,247.8,239.27,242.98
WIPRO,969473,2025-10-27 00:00:00+05:30,243.29,245.73,240.5,240.67
WIPRO,969473,2025-11-03 00:00:00+05:30,240.67,241.29,236.0,236.49
WIPRO,969473,2025-11-10 00:00:00+05:30,237.44,246.3,237.02,244.37
WIPRO,969473,2025-11-17 00:00:00+05:30,243.97,247.8,240.3,244.49
WIPRO,969473,2025-11-24 00:00:00+05:30,245.02,251.99,244.0,249.53
WIPRO,969473,2025-12-01 00:00:00+05:30,250.1,258.8,248.86,256.93
WIPRO,969473,2025-12-05 09:15:00+05:30,258.2,261.1,257.7,259.56
MPHASIS,1152769,2022-12-05 00:00:00+05:30,2068.6,2080.4,1882.9,1904.2
MPHASIS,1152769,2022-12-12 00:00:00+05:30,1903.5,1938.3,1808.6,1821.7
MPHASIS,1152769,2022-12-19 00:00:00+05:30,1829.4,1901.3,1805.0,1827.9
MPHASIS,1152769,2022-12-26 00:00:00+05:30,1827.9,1908.8,1818.7,1880.2
MPHASIS,1152769,2023-01-02 00:00:00+05:30,1892.2,1936.3,1840.9,1885.0
MPHASIS,1152769,2023-01-09 00:00:00+05:30,1898.0,1957.9,1861.8,1941.5
MPHASIS,1152769,2023-01-16 00:00:00+05:30,1951.0,1977.1,1867.6,1931.1
